g_id,name,rating_num,closed,y,x,g_in_fs_yn,fs_name,fs_id,g_in_bl_yn,bl_name,bl_sic,bl_id,g_in_lq_yn,lq_name,lq_id,g_in_dc_yn,dc_id,g_in_pk_yn,pk_id,address,phone,rating,website,google_url,type,type_all,zip_code
ChIJ-6iQ9k_99IgRF413JY3WedE,Irish Bred Pub,47,-1,33.659494,-84.428227,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1155 Virginia Avenue, Hapeville, GA 30354, United States",(404) 765-0280,4.1,http://www.theirishbredpub.com/,https://plus.google.com/113734025106231037923/about?hl=en,night_club,"night_club,bar,establishment",30354
ChIJ0-0GFIAC9YgRkrzbfjzagGc,mezcalitos cocina,0,-1,33.670823,-84.397253,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"3021, 3065 Waters Road Southwest, Atlanta, GA 30354, United States",NA,NA,NA,https://plus.google.com/115013395816937442287/about?hl=en,bar,"bar,establishment",30354
ChIJKZMeL5AC9YgRmWjN7HvG6SM,Goldrush Show Bar,4,-1,33.683768,-84.407238,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2608 Metropolitan Parkway Southwest, Atlanta, GA 30315, United States",(404) 766-2532,NA,NA,https://plus.google.com/102834483625536117669/about?hl=en,restaurant,"restaurant,bar,food,establishment",30315
ChIJbSE4gJAd9YgR0Qt8HMdaU6Y,Atl Bar & Grille,6,-1,33.688219,-84.493467,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"Atlanta, GA, United States",NA,3.8,NA,https://plus.google.com/107069658032740728521/about?hl=en,bar,"bar,restaurant,food,establishment",GA
ChIJYR-REpcd9YgRNKdlsHfNLHM,Atlanta's Figure 8,2,-1,33.692664,-84.492623,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"3131 Campbellton Road Southwest, Atlanta, GA 30311, United States",(404) 474-4771,NA,NA,https://plus.google.com/111229722385967670864/about?hl=en,night_club,"night_club,bar,establishment",30311
ChIJ1culZ5cd9YgRblFSE-xmD54,Liquor Store,0,-1,33.692206,-84.49127,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"Campbellton Road Southwest, Atlanta, GA 30311, United States",NA,NA,NA,https://plus.google.com/116441623808793236575/about?hl=en,bar,"bar,establishment",30311
ChIJazLCd6Id9YgR0GMyqir_lnY,Club 291,4,-1,33.696375,-84.487207,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"3011 Campbellton Road Southwest, Atlanta, GA 30311, United States",(404) 349-1964,NA,NA,https://plus.google.com/100415990701024824970/about?hl=en,bar,"bar,establishment",30311
ChIJCRIiePcC9YgR_TBSuTT4sBM,C & J Sports Bar & Grill,3,-1,33.702324,-84.399569,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1917 Pryor Road Southwest, Atlanta, GA 30315, United States",NA,NA,NA,https://plus.google.com/115744160707133796878/about?hl=en,bar,"bar,establishment",30315
ChIJ889Di08C9YgRYskibwHRoCE,Ideal Sportsbar,4,-1,33.702822,-84.384507,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1953 Lakewood Avenue Southeast, Atlanta, GA 30315, United States",(404) 622-8206,NA,NA,https://plus.google.com/108769843245546078502/about?hl=en,bar,"bar,establishment",30315
ChIJJ2FhoIEB9YgRcwzsBp4kEIc,Foxy Lady Lounge,9,-1,33.709416,-84.349945,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1635 Moreland Avenue Southeast, Atlanta, GA 30316, United States",(404) 622-9250,3.4,NA,https://plus.google.com/103090295172011873481/about?hl=en,night_club,"night_club,bar,establishment",30316
ChIJ7-ZW5oEB9YgRAWMH8HRB2h4,Driftwood Drive-In,2,-1,33.711815,-84.350054,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1575 Moreland Avenue Southeast, Atlanta, GA 30316, United States",(404) 627-9466,NA,NA,https://plus.google.com/116429636312235696742/about?hl=en,bar,"bar,establishment",30316
ChIJdZvVjrMD9YgRwB_dB_OOhz4,Club Smokeys,0,-1,33.717327,-84.380769,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"243 McDonough Boulevard Southeast, Atlanta, GA 30315, United States",NA,NA,NA,https://plus.google.com/102361288741065388318/about?hl=en,bar,"bar,restaurant,food,establishment",30315
ChIJj21vulgG9YgRT5ZhARJs2DA,Marlow's Taver,0,-1,33.722468,-84.437714,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1520 Avon Avenue Southwest, Atlanta, GA 30311, United States",(404) 343-3283,NA,NA,https://plus.google.com/108344370690080326451/about?hl=en,bar,"bar,establishment",30311
ChIJaz8IpTQD9YgRNptmlsBzwZo,Bentley's Bistro & Bar,0,-1,33.733629,-84.437102,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"792 Cascade Place Southwest, Atlanta, GA 30310, United States",NA,NA,NA,https://plus.google.com/116836411038539434281/about?hl=en,restaurant,"restaurant,bar,food,establishment",30310
ChIJbw1BYzQD9YgR4Y1RuSVveDU,Byrd's Lounge,2,-1,33.733633,-84.437104,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"792 Cascade Avenue Southwest, Atlanta, GA 30310, United States",(404) 228-1301,NA,NA,https://plus.google.com/101416169779989664647/about?hl=en,bar,"bar,establishment",30310
ChIJfUKnpTQD9YgRfQFa0K2BWDQ,Bird's Lounge,0,-1,33.733658,-84.437185,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"792 Cascade Avenue Southwest, Atlanta, GA 30310, United States",(404) 753-7916,NA,NA,https://plus.google.com/100347954754759199025/about?hl=en,bar,"bar,establishment",30310
ChIJxX0JegwD9YgREiS09zJX3MQ,T.J. Lounge,0,-1,33.732404,-84.402132,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"825 McDaniel Street Southwest, Atlanta, GA 30310, United States",(678) 949-2778,NA,http://tjloungeatl.webs.com/,https://plus.google.com/110558455257248795384/about?hl=en,night_club,"night_club,bar,establishment",30310
ChIJC1mgw6MD9YgRM7XtgDFBmF4,Bullpen Rib House,31,-1,33.734914,-84.391232,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"735 Pollard Boulevard Southwest, Atlanta, GA 30315, United States",(404) 577-5774,3.8,http://www.killerribs.com/,https://plus.google.com/109760864575438084774/about?hl=en,bar,"bar,restaurant,food,establishment",30315
ChIJSwROpWAB9YgR7HLezQ5m9fQ,Spoon EastSide Restaurant,23,-1,33.733627,-84.349881,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"749 Moreland Avenue Southeast, Atlanta, GA 30316, United States",(404) 624-4713,4.4,http://www.spoonatlanta.com/,https://plus.google.com/114272953406470994927/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJN7aiSnMD9YgRzgvEBRZfUf8,Rain Night Club and Lounge,7,-1,33.736437,-84.402251,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"448 Ralph David Abernathy Boulevard, Atlanta, GA 30312, United States",NA,4.1,NA,https://plus.google.com/117810942244125650441/about?hl=en,night_club,"night_club,bar,establishment",30312
ChIJY19Qgp8D9YgRPc7CYSO95QI,Museum Bar,25,-1,33.736965,-84.393745,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"181 Ralph David Abernathy Boulevard, Atlanta, GA 30312, United States",NA,3.9,http://www.atlantamuseumbar.com/,https://plus.google.com/103199055064759173422/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30312
ChIJ90XChZ8D9YgRmMaMctdQVAU,"The BBQ Suite Is Now Tom, Dick & Hank",1,-1,33.736999,-84.394189,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"191 Ralph David Abernathy Boulevard Southwest, Atlanta, GA 30312, United States",(404) 343-3774,NA,NA,https://plus.google.com/114181507324830447109/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJp9xcF-kD9YgRXjI3kZSnk4A,Ziba's Restaurant and Wine Bar,14,-1,33.739225,-84.367985,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"560 Boulevard Southeast, Atlanta, GA 30312, United States",(404) 622-4440,4.3,http://google.com/+ZibasBistroAtlanta,https://plus.google.com/118231919699839592309/about?hl=en,restaurant,"restaurant,bar,food,establishment",30312
ChIJl8sRfeED9YgRHeeuY-y2Ibg,Vickery's Glenwood Park,13,-1,33.740354,-84.357292,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"933 Garrett Street #101, Atlanta, GA 30316, United States",(404) 627-8818,3.9,http://www.vickerysatlanta.com/,https://plus.google.com/113816060692607105303/about?hl=en,restaurant,"restaurant,bar,food,establishment",30316
ChIJHabwflsB9YgRpJOedKCTd3I,The Glenwood,28,-1,33.73997,-84.346273,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1263 Glenwood Avenue Southeast, Atlanta, GA 30316, United States",(404) 748-1984,3.7,http://glenwoodatlanta.com/,https://plus.google.com/109537431891742522266/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJieVKh1sB9YgRO2zrjCl7K4k,The Graveyard Tavern,54,-1,33.740001,-84.346711,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1245 Glenwood Avenue Southeast, Atlanta, GA 30316, United States",(404) 622-8686,3.9,http://www.graveyardtavern.com/,https://plus.google.com/107366204954981297795/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJZxb90z4H9YgRNPqfFCyX2hs,My Sister's Room,11,-1,33.740009,-84.345954,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1271 Glenwood Avenue Southeast, Atlanta, GA 30316, United States",(678) 705-4585,3.5,http://www.mysistersroom.com/,https://plus.google.com/102181846171314598102/about?hl=en,night_club,"night_club,bar,establishment",30316
ChIJn8y6qFwB9YgR595KQhQFNDc,The Midway Pub,35,-1,33.739481,-84.344303,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"552 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 584-0335,4.1,http://www.themidwaypub.com/,https://plus.google.com/103090598433797553932/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJXW0GW1sB9YgRAg8Pv7ekF-g,Holy Taco,54,-1,33.740353,-84.344664,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1314 Glenwood Avenue Southeast, Atlanta, GA 30316, United States",(404) 230-6177,3.5,http://www.holy-taco.com/,https://plus.google.com/118193950344979631554/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJ_2YKY1sB9YgRG_upveSLc3k,Mary's,25,-1,33.739966,-84.345561,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1287 Glenwood Avenue Southeast, Atlanta, GA 30316, United States",(404) 624-4411,3.9,http://www.marysatlanta.com/,https://plus.google.com/111107338927986686599/about?hl=en,night_club,"night_club,bar,establishment",30316
ChIJk1y8hFwB9YgRVjHVY5FnPz8,Octopus Bar,7,-1,33.739474,-84.345692,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"560 Gresham Avenue Southeast, Atlanta, GA 30316, United States",(404) 627-9911,4.4,http://octopusbaratl.com/,https://plus.google.com/106298523409147007261/about?hl=en,restaurant,"restaurant,bar,food,establishment",30316
ChIJB2FIYFsB9YgRp1lVy_vNw8k,529 Bar,6,-1,33.739955,-84.345324,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"529 Flat Shoals Avenue Southeast, Atlanta, GA 30318, United States",(404) 228-6769,4.2,http://www.529eav.com/,https://plus.google.com/108805689341263811908/about?hl=en,bar,"bar,night_club,establishment",30318
ChIJjRSbYFsB9YgRWmQXem6I238,Flatiron Restaurant & Bar,23,-1,33.740038,-84.345045,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"520 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 688-8864,3.5,NA,https://plus.google.com/107677210503641371633/about?hl=en,restaurant,"restaurant,bar,food,establishment",30316
ChIJ_2YKY1sB9YgRyRGV-_nV4Ig,ILounge,3,-1,33.739972,-84.3455,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1287 Glenwood Avenue Southeast # D, Atlanta, GA 30316, United States",(404) 627-9339,NA,http://www.iloungeatl.com/,https://plus.google.com/110224753876065824433/about?hl=en,bar,"bar,establishment",30316
ChIJd9orelsB9YgRkg6VNk16QOs,Ten a T L,1,-1,33.740393,-84.345973,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"495 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 254-5204,NA,NA,https://plus.google.com/108732998609030458445/about?hl=en,bar,"bar,establishment",30316
ChIJ59g0-nED9YgRBxHRoZPQoMs,PAG Lounge,0,-1,33.742969,-84.406424,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"555 Whitehall Street Southwest, Atlanta, GA 30303, United States",(678) 906-9106,NA,NA,https://plus.google.com/102418743307804862005/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30303
ChIJdeGTkewD9YgRhH1hbJBzARY,Dakota Blue,31,-1,33.742079,-84.373183,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"454 Cherokee Avenue Southeast, Atlanta, GA 30312, United States",(404) 589-8002,4,http://www.dakotablueatlanta.com/,https://plus.google.com/103374567068926143473/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJe98f4uMD9YgRnoVVbVByHyQ,The Shed at Glenwood,35,-1,33.740507,-84.358313,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"475 Bill Kennedy Way Southeast, Atlanta, GA 30316, United States",(404) 835-4363,4.2,http://www.theshedatglenwood.com/,https://plus.google.com/105748789681810912887/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJv7pmK-ID9YgRcrZZUrFw728,Gunshow,28,-1,33.740711,-84.358015,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"924 Garrett Street, Atlanta, GA 30316, United States",(404) 380-1886,4.7,http://www.gunshowatl.com/,https://plus.google.com/100355064048902335676/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJOUsvn1sB9YgR8SX5jx8shxs,The Elder Tree Public House,12,-1,33.741073,-84.3467,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"469 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 658-6108,4.1,http://www.eldertreeatl.com/,https://plus.google.com/100608774414759580929/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJFZ4OdVsB9YgRSBdT8Ml1a8U,Argosy,33,-1,33.741318,-84.346236,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"470 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 577-0407,4.5,http://www.argosy-east.com/,https://plus.google.com/104688280856371546502/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJb1DZdlsB9YgRceexPKAJVS8,The EARL,76,-1,33.74098,-84.345933,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"488 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 522-3950,4.1,http://www.badearl.com/,https://plus.google.com/112799163339259081378/about?hl=en,bar,"bar,night_club,restaurant,food,establishment",30316
ChIJmeT4cVsB9YgRV3N8zXG_LEU,Cigar Village,23,-1,33.740798,-84.345909,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"492 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",(404) 525-0880,4.6,http://www.cigarvillageatl.com/,https://plus.google.com/117161046458837814196/about?hl=en,store,"store,bar,establishment",30316
ChIJwQEQclsB9YgRBgh296hm3A8,Union,0,-1,33.740931,-84.345701,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"486 Flat Shoals Avenue Southeast, Atlanta, GA 30316, United States",NA,NA,NA,https://plus.google.com/115165500490215702727/about?hl=en,bar,"bar,establishment",30316
ChIJX_5bq3AD9YgRhr3de_aVgDU,255 Tapas Lounge,46,-1,33.747688,-84.401685,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"255 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 522-2612,3.8,http://www.255tapaslounge.com/,https://plus.google.com/108336804807978817800/about?hl=en,night_club,"night_club,bar,establishment",30313
ChIJVY8NrHAD9YgRJesNvC9SfAs,The Spinning Pie,13,-1,33.747587,-84.4018,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"259 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 880-0703,4.2,http://www.thespinningpie.com/,https://plus.google.com/104307918483719779956/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30313
ChIJTcmarHAD9YgR1lbsC5RUFBc,Fuse,1,-1,33.747632,-84.401696,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"257 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 577-2500,NA,http://www.fusedowntown.com/,https://plus.google.com/116517201266981562338/about?hl=en,bar,"bar,establishment",30313
ChIJSTsZq3AD9YgR5VxGtyDBNd8,Pearl Restaurant & Lounge,12,-1,33.747784,-84.401672,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"253 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 524-9353,4.2,http://bcspearllounge.com/,https://plus.google.com/102603143420238534120/about?hl=en,restaurant,"restaurant,bar,food,establishment",30313
ChIJG2EIvHAD9YgRtxX9MVjnHHE,Studio 281,0,-1,33.747043,-84.402617,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"281 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 524-7247,NA,http://www.studio281.com/,https://plus.google.com/104497077965844854340/about?hl=en,bar,"bar,establishment",30313
ChIJR7uWrHAD9YgR-azgPCtWo0I,Blu Cantina,12,-1,33.74761,-84.401693,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"257 Peters Street Southwest, Atlanta, GA 30313, United States",(404) 963-2454,4,http://www.blucantina.com/,https://plus.google.com/114121441687847935628/about?hl=en,restaurant,"restaurant,night_club,bar,food,establishment",30313
ChIJH8eeGXgD9YgRpFtJoUBYdXY,Magic City,94,-1,33.748276,-84.397314,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"241 Forsyth Street Southwest, Atlanta, GA 30303, United States",(404) 584-5847,4.4,http://magiccity.com/,https://plus.google.com/104154299659676013994/about?hl=en,night_club,"night_club,bar,establishment",30303
ChIJNdE_HI4D9YgRY72jR-wKR4I,Fourth Ward Grill,0,-1,33.747273,-84.381331,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"280 Connally Street Southeast, Atlanta, GA 30312, United States",(404) 740-0172,NA,NA,https://plus.google.com/111797297132780835990/about?hl=en,restaurant,"restaurant,bar,food,establishment",30312
ChIJPYncnpID9YgRFdCPh4k4rpE,Augustine's,45,-1,33.746549,-84.376743,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"327 Memorial Drive Southeast, Atlanta, GA 30312, United States",(404) 681-3344,4.3,http://www.augustinesatlanta.com/,https://plus.google.com/111455495094341499074/about?hl=en,restaurant,"restaurant,bar,food,establishment",30312
ChIJy8XTe-0D9YgRaVdKqZrVbGA,Six Feet Under,291,-1,33.746573,-84.372766,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"437 Memorial Drive Southeast, Atlanta, GA 30312, United States",(404) 523-6664,4,http://sixfeetunderatlanta.com/,https://plus.google.com/110814876085115106604/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJh1TZCJME9YgRDkwk8NtDKlo,Octane Coffee and Bar,56,-1,33.746113,-84.372868,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"437 Memorial Drive A5, Atlanta, GA 30312, United States",(404) 815-9886,4.7,http://octanecoffee.com/,https://plus.google.com/109713525997805130353/about?hl=en,cafe,"cafe,bar,food,establishment",30312
ChIJkffaWO0D9YgR-3tjG8hG3bo,Tin Lizzy's Cantina- Grant Park,79,-1,33.746521,-84.373955,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"415 Memorial Drive Southeast, Atlanta, GA 30312, United States",(404) 554-8220,4.1,http://www.tinlizzyscantina.com/,https://plus.google.com/111832725621203793293/about?hl=en,restaurant,"restaurant,bar,food,establishment",30312
ChIJy8XTe-0D9YgRwEjWNS00_J4,Republic Social House,21,-1,33.746452,-84.372974,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"437 Memorial Drive Southeast, Atlanta, GA 30312, United States",(404) 577-3997,4.1,http://www.therepublicsocialhouse.com/,https://plus.google.com/110450978661919290251/about?hl=en,bar,"bar,establishment",30312
ChIJ8wk9He4D9YgRMRxD4-g4dpQ,Doc Chey's Noodle House,20,-1,33.746479,-84.369416,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"563 Memorial Drive Southeast, Atlanta, GA 30312, United States",(404) 688-4238,3.9,http://www.doccheys.com/,https://plus.google.com/102163068210156864823/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJV9SJt_ED9YgRY2mv_Ebd6ew,Agave Restaurant,176,-1,33.747915,-84.367877,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"242 Boulevard Southeast, Atlanta, GA 30312, United States",(404) 588-0006,4.2,http://www.agaverestaurant.com/,https://plus.google.com/103596421772212353039/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJ-5Vnz_wD9YgRGaFXi6HqOMU,H. Harper Station,33,-1,33.746851,-84.358017,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"904 Memorial Drive Southeast, Atlanta, GA 30316, United States",(678) 732-0415,3.7,http://www.hharperstation.com/,https://plus.google.com/114030505189916213146/about?hl=en,bar,"bar,restaurant,food,establishment",30316
ChIJGY42YmMG9YgRdYGFuR7ydqM,Fenuxe magazine,0,-1,33.74669,-84.337596,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1599-A Memorial Drive Southeast #167, Atlanta, GA 30317, United States",(404) 835-2016,NA,http://www.fenuxe.com/,https://plus.google.com/105509846122380774086/about?hl=en,store,"store,bar,establishment",30317
ChIJIRpdv2Qc9YgR3K-73_EiVgI,Aquarius lounge,7,-1,33.750661,-84.486784,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"3050 Martin Luther King Junior Drive Northwest, Atlanta, GA 30311, United States",(404) 505-7280,4.1,http://www.aquariuslounge.com/,https://plus.google.com/107712749161088636622/about?hl=en,food,"food,night_club,bar,establishment",30311
ChIJeSNoEGYD9YgRHd5mD7DE0kk,WOW Café,0,-1,33.749244,-84.412787,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"223 James P Brawley DR, Clark Atlanta University, Atlanta, GA 30314, United States",(404) 401-7107,NA,http://www.wowcafe.com/,https://plus.google.com/104069397053804785237/about?hl=en,cafe,"cafe,bar,restaurant,food,establishment",30314
ChIJTwgOhXkD9YgRxQ8TXG-TdkY,No Mas! Cantina,115,-1,33.749837,-84.400931,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"180 Walker Street Southwest, Atlanta, GA 30313, United States",(404) 574-5678,4,http://www.nomascantina.com/,https://plus.google.com/110723911905199843491/about?hl=en,bar,"bar,restaurant,furniture_store,food,general_contractor,home_goods_store,store,establishment",30313
